timestamp_ms,gaze_x,gaze_y,smoothed_x,smoothed_y,gaze_pitch,gaze_yaw,confidence,is_fixation
92.05985069274902,740,515,740,515,-0.17653616493380425,-0.026875592230073433,0.9,True
209.8228931427002,747,496,746.667335515894,496.90294645685924,-0.21069047471858746,-0.02118950322602935,0.9,True
276.1411666870117,758,488,752.3288846741303,492.4480912008649,-0.19816757053744144,-0.017872018247948894,0.9,True
309.73076820373535,764,473,756.6328314169072,485.3463156654328,-0.22550340727155876,-0.011476721770130385,0.9,True
342.84281730651855,773,473,761.9561284817786,481.1578404592054,-0.1966645570189272,-0.011021795350411112,0.9,True
405.4410457611084,769,467,764.6235194857301,476.4028222150196,-0.22194988177763045,-0.012640379561151565,0.9,True
439.007043838501,760,461,764.0799908907524,471.00115039998815,-0.25605971690505747,0.016926971435605957,0.9,True
472.8279113769531,767,454,765.5395806606475,464.74157355076574,-0.24153305920600524,0.037835492702666645,0.9,True
508.6638927459717,762,455,765.2030507648801,460.1324496325904,-0.25388447658497754,0.03840961216269966,0.9,True
539.9739742279053,768,452,766.5561412546546,455.792063433861,-0.24319201682562075,0.035251822039230114,0.9,True
573.9037990570068,765,454,766.7302121793435,453.11391982213473,-0.2483118986254249,0.03964810126719853,0.9,True
605.1709651947021,765,451,766.8074431561462,450.371769992615,-0.25468100965979235,0.04134634444845244,0.9,True
638.556957244873,747,453,761.9555007922221,448.92643556485865,-0.29223855103167284,0.060115217389632866,0.9,True
672.7638244628906,749,449,758.5903395533749,446.89464188868845,-0.2980963899932673,0.05740654758923561,0.9,True
705.610990524292,751,449,756.4215325633977,445.42528721553396,-0.2921325558808197,0.05509319455959241,0.9,True
742.1059608459473,749,451,754.2012010590093,444.8875079588416,-0.29345883696645075,0.05238372844224733,0.9,True
775.352954864502,746,455,751.7069054868673,445.55776416261824,-0.29251431694230845,0.05333890803396226,0.9,True
808.5620403289795,751,456,750.9188501351623,446.448736571611,-0.27671835593632216,0.05443901234241954,0.9,True
841.9148921966553,758,455,751.9547612916607,447.0338168383842,-0.26399284045345467,0.049775636633524634,0.9,True
874.7909069061279,759,449,753.0658155692898,446.21757118559054,-0.28048241124734474,0.05305251447088492,0.9,True
908.5571765899658,761,449,754.4569071003918,445.6226684124083,-0.27017088402355466,0.05311556386655517,0.9,True
941.5249824523926,750,467,753.1857696153821,449.19661372710306,-0.24867752184386316,0.05788342499983534,0.9,True
974.7951030731201,757,460,753.6814797289284,450.6901715085744,-0.24093558183873692,0.0602819864969763,0.9,True
1008.1627368927002,754,463,753.4654450905534,452.62878917502405,-0.24121840397203864,0.060793636471413386,0.9,True
1041.8970584869385,730,495,748.180612489506,461.11563945971466,-0.2307240728034777,0.04736612792491901,0.9,True
1075.42085647583,720,495,741.6669026846512,468.2425969846049,-0.2536936505617598,0.050663253263630796,0.9,True
1108.5829734802246,687,490,729.3274677803935,473.1712658366627,-0.3402280392231471,0.08681548294414189,0.9,True
1142.2638893127441,675,525,716.5166175522885,484.56831034631534,-0.2757771703929776,0.08653511685618004,0.9,True
