timestamp_ms,gaze_x,gaze_y,smoothed_x,smoothed_y,gaze_pitch,gaze_yaw,confidence,is_fixation
81.67290687561035,435,571,435,571,-0.4702043,-0.25669324,1.0,True
172.6682186126709,565,633,558.8219452951737,630.0535431407751,-0.5220217,-0.16969612,1.0,True
240.34833908081055,601,617,579.9481413162796,623.5693323346994,-0.50671923,-0.14901254,1.0,True
306.3631057739258,791,587,656.5573407953929,610.3083285926049,-0.47232068,-0.031603105,1.0,False
373.6462593078613,668,545,663.6976179541201,589.5372137582353,-0.42571795,-0.11628386,1.0,False
440.0782585144043,492,437,617.625023855314,543.1927297942685,-0.32069027,-0.24000424,1.0,False
505.7551860809326,443,399,566.8432290904249,495.9699541307872,-0.27830005,-0.2770479,1.0,False
581.9482803344727,489,416,538.9085978962148,463.31814080134546,-0.3009059,-0.24417597,1.0,False
674.0291118621826,477,414,513.5315872691915,437.5555056495181,-0.2975065,-0.25257736,1.0,False
740.7591342926025,486,418,496.6100780802788,419.4130686090666,-0.3035299,-0.24544472,1.0,False
807.5330257415771,508,390,490.3052478366358,398.44818268101164,-0.27140898,-0.23579177,1.0,False
874.0580081939697,468,397,475.18546976123326,384.97481231355545,-0.27969253,-0.2604187,1.0,False
941.0853385925293,508,386,474.785630879019,372.4631889146395,-0.2681307,-0.23555854,1.0,False
1007.4441432952881,517,391,477.5745195466625,364.85826517048696,-0.2705721,-0.23014349,1.0,False
1073.876142501831,508,375,478.0845394808923,355.5936506336814,-0.2538518,-0.23798296,1.0,False
1141.554355621338,467,386,468.7065983155589,351.74489104283236,-0.26614863,-0.2629011,1.0,False
1207.747220993042,247,569,407.7686500254183,394.1602236574806,-0.45360568,-0.37447974,1.0,False
1274.2431163787842,88,603,320.9671914405017,437.19031300036704,-0.48508132,-0.4651173,1.0,False
1340.804100036621,1055,429,477.47532115229797,431.7971889823563,-0.30937994,0.13741413,1.0,False
1407.621145248413,837,433,556.0038015842704,428.5211053393124,-0.3172808,-0.012507431,1.0,False
1474.0972518920898,811,395,614.741906263994,417.4778637279504,-0.27220544,-0.03368976,1.0,False
1540.9610271453857,936,400,690.7607512885014,409.69712514847475,-0.27413073,0.051390313,1.0,False
1607.767105102539,1011,407,769.742792885942,405.0217719089023,-0.28278953,0.10457411,1.0,False
1674.3531227111816,976,387,827.2313447428536,397.06433177275187,-0.2600102,0.07929083,1.0,False
1741.0120964050293,873,375,852.377581841912,388.1151755424307,-0.24588308,0.0058251694,1.0,False
1807.3179721832275,850,385,867.6141229782955,383.0022904449932,-0.2557691,-0.009308152,1.0,False
1874.6201992034912,776,344,863.9311769277135,370.39693780710934,-0.21071711,-0.063523196,1.0,False
1941.4892196655273,774,341,859.4722312772826,359.4508674476486,-0.20967013,-0.06454026,1.0,False
2007.7860355377197,493,348,796.7811532628364,351.97579694686806,-0.22760516,-0.25022405,1.0,False
2074.435234069824,399,405,723.7474357680461,357.69775713951657,-0.2875963,-0.304048,1.0,False
2141.688108444214,388,395,659.2087702083645,360.81485723992495,-0.27536058,-0.31272838,1.0,False
2208.4553241729736,411,367,608.9908222842845,358.0355765570564,-0.23857343,-0.30341712,1.0,False
2275.144338607788,358,322,555.6354397298206,346.80010339528764,-0.20201409,-0.34228057,1.0,False
2341.215133666992,319,335,502.61080545022656,340.1486273139773,-0.21315518,-0.36585477,1.0,False
2407.956123352051,373,323,468.80651555995735,332.34936882808995,-0.20340022,-0.33175603,1.0,False
2475.059986114502,382,346,442.37700016299914,330.637562929384,-0.22622573,-0.3229858,1.0,False
2541.7752265930176,353,336,414.6366923673206,327.4591137636457,-0.21471909,-0.34371427,1.0,False
2675.171136856079,329,328,386.836717718226,323.4237619125431,-0.21112335,-0.3592601,1.0,False
2740.659236907959,301,336,358.2334779325228,321.8659389434355,-0.22330865,-0.3756621,1.0,False
2806.37526512146,325,363,339.4294605705096,326.2254754307111,-0.24882635,-0.35622486,1.0,False
2873.0480670928955,369,365,333.02828736022104,330.598600873933,-0.25040329,-0.32770935,1.0,False
2939.695119857788,366,353,327.78546836412755,332.1462278759999,-0.23757884,-0.33151254,1.0,False
3006.866931915283,333,355,317.4891970502277,334.0611362333086,-0.23933089,-0.35275957,1.0,False
3073.0643272399902,408,376,324.4796900878049,340.07592557276087,-0.25855815,-0.3017636,1.0,False
3139.665126800537,382,368,325.9755124850683,343.7624020176039,-0.24818695,-0.32031754,1.0,False
3206.7360877990723,368,363,325.11480466527786,346.03256567542456,-0.24208713,-0.32983238,1.0,False
3273.84614944458,358,356,322.99573800515424,346.67336186680086,-0.23447657,-0.33785135,1.0,False
3339.29705619812,380,369,326.16853214485786,349.9112321607051,-0.24944618,-0.3211995,1.0,False
3406.339168548584,389,365,331.2239180464753,351.955206408669,-0.24422199,-0.3162002,1.0,False
3473.903179168701,434,357,345.0397552857978,352.16361656760216,-0.23609993,-0.28847873,1.0,False
3540.4012203216553,423,333,355.07659580013734,347.59385429317643,-0.21577093,-0.29772043,1.0,False
3606.368064880371,260,399,331.4062073507445,356.9455874884651,-0.28605035,-0.39198312,1.0,False
3673.5291481018066,329,409,325.32025100869544,366.9874191011755,-0.2940871,-0.347613,1.0,False
3740.096092224121,334,351,321.5006994516957,363.9797814761617,-0.22744408,-0.35406324,1.0,False
3806.8642616271973,389,406,329.61232026081865,372.4013088245134,-0.29199925,-0.30982924,1.0,False
3873.4819889068604,363,386,331.6929906821338,375.5861784739867,-0.27065194,-0.32943088,1.0,False
4073.496103286743,379,338,336.9749591403043,368.67260606648017,-0.21212065,-0.32708773,1.0,False
4140.04111289978,332,370,332.36058019053644,369.1329930314747,-0.2447598,-0.35271618,1.0,False
4206.840038299561,352,346,332.66433966043155,364.7127920949176,-0.22085789,-0.34327286,1.0,False
4274.20711517334,356,345,333.9651443765944,360.7271524514485,-0.22025034,-0.3412053,1.0,False
4340.795278549194,321,355,328.29952211168,359.3289752202815,-0.23396614,-0.36151817,1.0,False
4407.093048095703,315,352,322.4697007682779,357.55271454297844,-0.2331956,-0.36523095,1.0,False
4507.355213165283,364,345,327.50628284558815,354.65766872159793,-0.22473824,-0.33483112,1.0,False
4579.028129577637,336,379,326.42210949829985,359.0128798008627,-0.26711667,-0.34679887,1.0,True
